rank,word_of_interest,colocate,score,score_normalized,label
1846,terrorism,"('terrorism', 'recruit')",0.5557576717978012,3.2086643526370224e-07,2001 - 2005
1847,terrorism,"('terrorism', 'paul')",0.5544026076577415,3.2008408960796325e-07,2001 - 2005
1848,terrorism,"('terrorism', 'label')",0.5533697870481942,3.194877911058115e-07,2001 - 2005
1849,terrorism,"('oversee', 'terrorism')",0.5511387956452221,3.1819972924917544e-07,2001 - 2005
1850,terrorism,"('reasonable', 'terrorism')",0.5511387956452221,3.1819972924917544e-07,2001 - 2005
1851,terrorism,"('terrorism', 'adequate')",0.5511387956452221,3.1819972924917544e-07,2001 - 2005
1852,terrorism,"('points', 'terrorism')",0.548015108105671,3.1639626969017173e-07,2001 - 2005
1853,terrorism,"('provisions', 'terrorism')",0.5475763802186138,3.1614297034710473e-07,2001 - 2005
1854,terrorism,"('terrorism', 'hatred')",0.5413857422511574,3.12568808374315e-07,2001 - 2005
1855,terrorism,"('tribunal', 'terrorism')",0.5413857422511574,3.12568808374315e-07,2001 - 2005
1856,terrorism,"('terrorism', 'third')",0.539250794444802,3.113361972438499e-07,2001 - 2005
1857,terrorism,"('terrorism', 'mass')",0.5369614284894446,3.1001443286634105e-07,2001 - 2005
1858,terrorism,"('practice', 'terrorism')",0.5313526050272492,3.0677618122958665e-07,2001 - 2005
1859,terrorism,"('terrorism', 'practice')",0.5313526050272492,3.0677618122958665e-07,2001 - 2005
1860,terrorism,"('protect', 'terrorism')",0.5299626655509666,3.0597370031457846e-07,2001 - 2005
1861,terrorism,"('tactics', 'terrorism')",0.529570064913945,3.0574703251802627e-07,2001 - 2005
1862,terrorism,"('brought', 'terrorism')",0.5268037086270496,3.0414987799279213e-07,2001 - 2005
1863,terrorism,"('terrorism', 'brought')",0.5268037086270496,3.0414987799279213e-07,2001 - 2005
1864,terrorism,"('terrorism', 'overseas')",0.5229217779798088,3.019086471255838e-07,2001 - 2005
1865,terrorism,"('facility', 'terrorism')",0.5225571169941188,3.016981102738304e-07,2001 - 2005
1866,terrorism,"('terrorism', 'facility')",0.5225571169941188,3.016981102738304e-07,2001 - 2005
1867,terrorism,"('terrorism', 'highlight')",0.5225571169941188,3.016981102738304e-07,2001 - 2005
1868,terrorism,"('theme', 'terrorism')",0.5225571169941188,3.016981102738304e-07,2001 - 2005
1869,terrorism,"('trend', 'terrorism')",0.5225571169941188,3.016981102738304e-07,2001 - 2005
1870,terrorism,"('terrorism', 'kingdom')",0.5179212186727633,2.990215765180184e-07,2001 - 2005
1871,terrorism,"('terrorism', 'map')",0.5179212186727633,2.990215765180184e-07,2001 - 2005
1872,terrorism,"('terrorism', 'human')",0.5170313798103114,2.9850782846154905e-07,2001 - 2005
1873,terrorism,"('terrorism', 'black')",0.515315631316267,2.97517241860536e-07,2001 - 2005
1874,terrorism,"('terrorism', 'constant')",0.5086450248522807,2.936659702978377e-07,2001 - 2005
1875,terrorism,"('terrorism', 'cheney')",0.5073678506063,2.9292859433648966e-07,2001 - 2005
1876,terrorism,"('terrorism', 'dealing')",0.5073678506063,2.9292859433648966e-07,2001 - 2005
1877,terrorism,"('urgent', 'terrorism')",0.5064376918221383,2.923915675918337e-07,2001 - 2005
1878,terrorism,"('terrorism', 'death')",0.5050104339482875,2.9156754091721644e-07,2001 - 2005
1879,terrorism,"('terrorism', 'said')",0.5036644346106876,2.907904288209931e-07,2001 - 2005
1880,terrorism,"('terrorism', 'shift')",0.5027473734620052,2.9026096399013493e-07,2001 - 2005
1881,terrorism,"('look', 'terrorism')",0.5001639703562022,2.8876943739954966e-07,2001 - 2005
1882,terrorism,"('hearing', 'terrorism')",0.4983475198025,2.877207105108793e-07,2001 - 2005
1883,terrorism,"('terrorism', 'less')",0.4948253982296489,2.856872152466748e-07,2001 - 2005
1884,terrorism,"('guard', 'terrorism')",0.4920974243102476,2.8411222076359536e-07,2001 - 2005
1885,terrorism,"('terrorism', 'language')",0.49161503102267945,2.8383371122170016e-07,2001 - 2005
1886,terrorism,"('terrorism', 'radical')",0.4899554035763778,2.828755260816948e-07,2001 - 2005
1887,terrorism,"('terrorism', 'put')",0.48894725532553895,2.8229347215445425e-07,2001 - 2005
1888,terrorism,"('bring', 'terrorism')",0.48529253753010604,2.801834225223512e-07,2001 - 2005
1889,terrorism,"('terrorism', 'bring')",0.48529253753010604,2.801834225223512e-07,2001 - 2005
1890,terrorism,"('speech', 'terrorism')",0.48484586717997047,2.7992553760189235e-07,2001 - 2005
1891,terrorism,"('regime', 'terrorism')",0.48299076962766296,2.7885449788641743e-07,2001 - 2005
1892,terrorism,"('terrorism', 'sure')",0.4829512038536512,2.788316546050561e-07,2001 - 2005
1893,terrorism,"('terrorism', 'exploit')",0.48156221553249035,2.780297228390184e-07,2001 - 2005
1894,terrorism,"('terrorism', 'watch')",0.4805892564370997,2.7746798535443184e-07,2001 - 2005
1895,terrorism,"('terrorism', 'secretary')",0.4784514571664893,2.7623372793239544e-07,2001 - 2005
1896,terrorism,"('terrorism', 'madrid')",0.476054333942872,2.748497499457996e-07,2001 - 2005
1897,terrorism,"('terrorism', 'review')",0.4745529602936136,2.739829325624641e-07,2001 - 2005
1898,terrorism,"('terrorism', 'social')",0.4691813045075168,2.708816095740239e-07,2001 - 2005
1899,terrorism,"('remind', 'terrorism')",0.46838523508331464,2.704219992594422e-07,2001 - 2005
1900,terrorism,"('terrorism', 'warfare')",0.46838523508331464,2.704219992594422e-07,2001 - 2005
1901,terrorism,"('terrorism', 'rate')",0.46419232302235613,2.680012234165791e-07,2001 - 2005
1902,terrorism,"('terrorism', 'attorney')",0.45203947696654545,2.609847833562515e-07,2001 - 2005
1903,terrorism,"('terrorism', 'colombia')",0.45144829481789017,2.606434646156268e-07,2001 - 2005
1904,terrorism,"('class', 'terrorism')",0.4493985995861971,2.5946007401978873e-07,2001 - 2005
1905,terrorism,"('terrorism', 'percent')",0.4466905198790281,2.5789656545095794e-07,2001 - 2005
1906,terrorism,"('state', 'terrorism')",0.4466004439102029,2.578445601319376e-07,2001 - 2005
1907,terrorism,"('terrorism', 'nato')",0.44589875571963944,2.5743944077902895e-07,2001 - 2005
1908,terrorism,"('terrorism', 'national')",0.4347823835258895,2.510214084245052e-07,2001 - 2005
1909,terrorism,"('terrorism', 'start')",0.4330008385554809,2.4999283425823625e-07,2001 - 2005
1910,terrorism,"('terrorism', 'surveillance')",0.4312948068911373,2.490078576643655e-07,2001 - 2005
1911,terrorism,"('terrorism', 'neither')",0.43055903974306986,2.485830628410735e-07,2001 - 2005
1912,terrorism,"('terrorism', 'declared')",0.430547083684814,2.485761600163586e-07,2001 - 2005
1913,terrorism,"('terrorism', 'italy')",0.430547083684814,2.485761600163586e-07,2001 - 2005
1914,terrorism,"('terrorism', 'rose')",0.4302756418995146,2.4841944322691895e-07,2001 - 2005
1915,terrorism,"('terrorism', 'putin')",0.4231368444045782,2.4429786178862786e-07,2001 - 2005
1916,terrorism,"('terrorism', 'indict')",0.4189400325685657,2.4187483441243754e-07,2001 - 2005
1917,terrorism,"('terrorism', 'meanwhile')",0.4189400325685657,2.4187483441243754e-07,2001 - 2005
1918,terrorism,"('discover', 'terrorism')",0.41803645786233457,2.41353155972903e-07,2001 - 2005
1919,terrorism,"('terrorism', 'criticize')",0.41556741496757077,2.399276551973703e-07,2001 - 2005
1920,terrorism,"('terrorism', 'easy')",0.41556741496757077,2.399276551973703e-07,2001 - 2005
1921,terrorism,"('education', 'terrorism')",0.41328024003168373,2.386071558039412e-07,2001 - 2005
1922,terrorism,"('terrorism', 'bureau')",0.41328024003168373,2.386071558039412e-07,2001 - 2005
1923,terrorism,"('terrorism', 'expand')",0.41149178986419477,2.3757459492532546e-07,2001 - 2005
1924,terrorism,"('terrorism', 'included')",0.40734630286686313,2.3518119992105502e-07,2001 - 2005
1925,terrorism,"('terrorism', 'card')",0.4060245296620626,2.3441807477142015e-07,2001 - 2005
1926,terrorism,"('terrorism', 'stem')",0.4060245296620626,2.3441807477142015e-07,2001 - 2005
1927,terrorism,"('terrorism', 'separate')",0.4035892524471256,2.3301206859554853e-07,2001 - 2005
1928,terrorism,"('addition', 'terrorism')",0.4025773480594541,2.3242784606444152e-07,2001 - 2005
1929,terrorism,"('approval', 'terrorism')",0.40153388287069225,2.3182540191939407e-07,2001 - 2005
1930,terrorism,"('prove', 'terrorism')",0.40121073707949906,2.3163883384601918e-07,2001 - 2005
1931,terrorism,"('terrorism', 'mueller')",0.40121073707949906,2.3163883384601918e-07,2001 - 2005
1932,terrorism,"('terrorism', 'chief')",0.39520225669993536,2.2816984047251173e-07,2001 - 2005
1933,terrorism,"('making', 'terrorism')",0.394459000964388,2.2774072211669507e-07,2001 - 2005
1934,terrorism,"('terrorism', 'fiscal')",0.39423708808130953,2.2761260081608908e-07,2001 - 2005
1935,terrorism,"('terrorism', 'martin')",0.39423708808130953,2.2761260081608908e-07,2001 - 2005
1936,terrorism,"('terrorism', 'sudden')",0.39423708808130953,2.2761260081608908e-07,2001 - 2005
1937,terrorism,"('terrorism', 'wave')",0.39423708808130953,2.2761260081608908e-07,2001 - 2005
1938,terrorism,"('wave', 'terrorism')",0.39423708808130953,2.2761260081608908e-07,2001 - 2005
1939,terrorism,"('terrorism', 'came')",0.39331163773795375,2.2707829248755883e-07,2001 - 2005
1940,terrorism,"('terrorism', 'treat')",0.39299844015395324,2.2689746800701436e-07,2001 - 2005
1941,terrorism,"('terrorism', 'spoke')",0.3904168966024093,2.2540701502922214e-07,2001 - 2005
1942,terrorism,"('terrorism', 'solution')",0.3897556804360982,2.2502526218083292e-07,2001 - 2005
1943,terrorism,"('wrote', 'terrorism')",0.3897556804360982,2.2502526218083292e-07,2001 - 2005
1944,terrorism,"('voice', 'terrorism')",0.3868501555390158,2.2334775872275028e-07,2001 - 2005
1945,terrorism,"('enemy', 'terrorism')",0.38541772343197334,2.2252074470698837e-07,2001 - 2005
1946,terrorism,"('terrorism', 'enemy')",0.38541772343197334,2.2252074470698837e-07,2001 - 2005
1947,terrorism,"('terrorism', 'either')",0.3835404277399901,2.2143688890581874e-07,2001 - 2005
1948,terrorism,"('determined', 'terrorism')",0.3810063541055899,2.1997384266277643e-07,2001 - 2005
1949,terrorism,"('terrorism', 'almost')",0.37447036852167104,2.1620029440304138e-07,2001 - 2005
1950,terrorism,"('come', 'terrorism')",0.3742393026512598,2.1606688862942406e-07,2001 - 2005
1951,terrorism,"('terrorism', 'aclu')",0.37132482492752894,2.1438421626100871e-07,2001 - 2005
1952,terrorism,"('terrorism', 'contend')",0.37132482492752894,2.1438421626100871e-07,2001 - 2005
1953,terrorism,"('terrorism', 'saturday')",0.3708423347637888,2.1410565078770038e-07,2001 - 2005
1954,terrorism,"('terrorism', 'major')",0.3670950524987182,2.1194215910178165e-07,2001 - 2005
1955,terrorism,"('terrorism', 'necessary')",0.3668154682910165,2.1178074128852668e-07,2001 - 2005
1956,terrorism,"('terrorism', 'happen')",0.36595997127392277,2.11286820480622e-07,2001 - 2005
1957,terrorism,"('terrorism', 'whole')",0.365700598410986,2.1113707167793713e-07,2001 - 2005
1958,terrorism,"('sense', 'terrorism')",0.3639545500706589,2.1012899147465978e-07,2001 - 2005
1959,terrorism,"('terrorism', 'least')",0.36313928099447956,2.0965829624987202e-07,2001 - 2005
1960,terrorism,"('harbor', 'terrorism')",0.3587563372464433,2.07127805700197e-07,2001 - 2005
1961,terrorism,"('terrorism', 'harbor')",0.3587563372464433,2.07127805700197e-07,2001 - 2005
1962,terrorism,"('average', 'terrorism')",0.35305379473801146,2.0383544541536052e-07,2001 - 2005
1963,terrorism,"('prison', 'terrorism')",0.35289127172844337,2.0374161283081025e-07,2001 - 2005
1964,terrorism,"('eastern', 'terrorism')",0.35166441233591916,2.0303328612687902e-07,2001 - 2005
1965,terrorism,"('costs', 'terrorism')",0.35022444784325923,2.0220192329175794e-07,2001 - 2005
1966,terrorism,"('terrorism', 'ali')",0.34927848265971795,2.0165577072971666e-07,2001 - 2005
1967,terrorism,"('terrorism', 'priority')",0.3468901776994162,2.0027688396337537e-07,2001 - 2005
1968,terrorism,"('share', 'terrorism')",0.3458724937411115,1.9968932459983125e-07,2001 - 2005
1969,terrorism,"('terrorism', 'answer')",0.3440611516938481,1.9864354710499512e-07,2001 - 2005
1970,terrorism,"('terrorism', 'immediate')",0.3440252390991825,1.9862281298504288e-07,2001 - 2005
1971,terrorism,"('terrorism', 'spain')",0.34139530337843427,1.9710442081069937e-07,2001 - 2005
1972,terrorism,"('terrorism', 'range')",0.34018442896406587,1.964053230265274e-07,2001 - 2005
1973,terrorism,"('compare', 'terrorism')",0.33824475597211157,1.952854537200141e-07,2001 - 2005
1974,terrorism,"('working', 'terrorism')",0.3373406142706954,1.947634479260712e-07,2001 - 2005
1975,terrorism,"('terrorism', 'arrive')",0.33513913771920656,1.9349242645531434e-07,2001 - 2005
1976,terrorism,"('terrorism', 'daily')",0.3335234911790206,1.9255963367115242e-07,2001 - 2005
1977,terrorism,"('terrorism', 'send')",0.33350217564361273,1.925473271566244e-07,2001 - 2005
1978,terrorism,"('forward', 'terrorism')",0.33151570350863313,1.9140043838648883e-07,2001 - 2005
1979,terrorism,"('terrorism', 'make')",0.32851396095247853,1.8966738370735683e-07,2001 - 2005
1980,terrorism,"('terrorism', 'emergency')",0.3283040808692643,1.8954620953819792e-07,2001 - 2005
1981,terrorism,"('terrorism', 'michael')",0.32822852273280345,1.8950258608299137e-07,2001 - 2005
1982,terrorism,"('terrorism', 'clerical')",0.3280776263305478,1.8941546611480584e-07,2001 - 2005
1983,terrorism,"('terrorism', 'three')",0.32672722805137955,1.8863581429169867e-07,2001 - 2005
1984,terrorism,"('terrorism', 'committee')",0.3249759950946203,1.8762474075251754e-07,2001 - 2005
1985,terrorism,"('tria', 'terrorism')",0.3247921170472634,1.875185788467578e-07,2001 - 2005
1986,terrorism,"('terrorism', 'west')",0.3247191681809203,1.8747646185244926e-07,2001 - 2005
1987,terrorism,"('terrorism', 'source')",0.32349081761010323,1.86767274217419e-07,2001 - 2005
1988,terrorism,"('terrorism', 'stand')",0.3231776894049361,1.8658648979271193e-07,2001 - 2005
1989,terrorism,"('customer', 'terrorism')",0.317788065210475,1.8347479275199718e-07,2001 - 2005
1990,terrorism,"('importance', 'terrorism')",0.317788065210475,1.8347479275199718e-07,2001 - 2005
1991,terrorism,"('terms', 'terrorism')",0.3171316212360975,1.830957951264179e-07,2001 - 2005
1992,terrorism,"('trial', 'terrorism')",0.31541529648357436,1.821048758228382e-07,2001 - 2005
1993,terrorism,"('hold', 'terrorism')",0.3120414267364011,1.801569736817529e-07,2001 - 2005
1994,terrorism,"('terrorism', 'wants')",0.3120414267364011,1.801569736817529e-07,2001 - 2005
1995,terrorism,"('terrorism', 'contact')",0.3106290582043232,1.79341543361735e-07,2001 - 2005
1996,terrorism,"('funds', 'terrorism')",0.31047487597178636,1.7925252632095343e-07,2001 - 2005
1997,terrorism,"('terrorism', 'funds')",0.31047487597178636,1.7925252632095343e-07,2001 - 2005
1998,terrorism,"('briefing', 'terrorism')",0.30770253531508374,1.7765191672257357e-07,2001 - 2005
1999,terrorism,"('establish', 'terrorism')",0.30652721182620235,1.7697334424882054e-07,2001 - 2005
2000,terrorism,"('terrorism', 'establish')",0.30652721182620235,1.7697334424882054e-07,2001 - 2005
2001,terrorism,"('terrorism', 'congressional')",0.306510634206822,1.7696377316792385e-07,2001 - 2005
2002,terrorism,"('argument', 'terrorism')",0.30514896494747257,1.7617761404961197e-07,2001 - 2005
2003,terrorism,"('terrorism', 'effect')",0.3039003854155462,1.7545674723322334e-07,2001 - 2005
2004,terrorism,"('terrorism', 'buy')",0.3015389906403252,1.7409339704981613e-07,2001 - 2005
2005,terrorism,"('basis', 'terrorism')",0.3009955924036787,1.7377966632873168e-07,2001 - 2005
2006,terrorism,"('exactly', 'terrorism')",0.3009955924036787,1.7377966632873168e-07,2001 - 2005
2007,terrorism,"('interest', 'terrorism')",0.30053938649815803,1.7351627605977302e-07,2001 - 2005
2008,terrorism,"('terrorism', 'counterterror')",0.3003937309659408,1.7343218190548487e-07,2001 - 2005
2009,terrorism,"('terrorism', 'lawmaker')",0.2997371628985577,1.7305311263486606e-07,2001 - 2005
2010,terrorism,"('debate', 'terrorism')",0.2989003003544948,1.725699504313637e-07,2001 - 2005
2011,terrorism,"('declare', 'terrorism')",0.29781867561833186,1.7194547488923946e-07,2001 - 2005
2012,terrorism,"('terrorism', 'impact')",0.29740771989892467,1.7170820979434502e-07,2001 - 2005
2013,terrorism,"('terrorism', 'supporter')",0.29740771989892467,1.7170820979434502e-07,2001 - 2005
2014,terrorism,"('terrorism', 'education')",0.2955169027787288,1.7061654740283857e-07,2001 - 2005
2015,terrorism,"('describe', 'terrorism')",0.29396970072097606,1.697232710090142e-07,2001 - 2005
2016,terrorism,"('series', 'terrorism')",0.2934359696804716,1.6941512163915976e-07,2001 - 2005
2017,terrorism,"('terrorism', 'difference')",0.2934359696804716,1.6941512163915976e-07,2001 - 2005
2018,terrorism,"('endorse', 'terrorism')",0.292804132873838,1.6905033095051825e-07,2001 - 2005
2019,terrorism,"('terrorism', 'careful')",0.292804132873838,1.6905033095051825e-07,2001 - 2005
2020,terrorism,"('terrorism', 'whatever')",0.292804132873838,1.6905033095051825e-07,2001 - 2005
2021,terrorism,"('numerous', 'terrorism')",0.2881341687818819,1.663541293377754e-07,2001 - 2005
2022,terrorism,"('terrorism', 'medal')",0.2881341687818819,1.663541293377754e-07,2001 - 2005
2023,terrorism,"('bad', 'terrorism')",0.2877962536364125,1.6615903418452696e-07,2001 - 2005
2024,terrorism,"('terrorism', 'acknowledge')",0.2877962536364125,1.6615903418452696e-07,2001 - 2005
2025,terrorism,"('terrorism', 'illinois')",0.2859602929269123,1.6509904311641289e-07,2001 - 2005
2026,terrorism,"('terrorism', 'olympic')",0.2859602929269123,1.6509904311641289e-07,2001 - 2005
2027,terrorism,"('hear', 'terrorism')",0.28480838989540525,1.6443399243291356e-07,2001 - 2005
2028,terrorism,"('development', 'terrorism')",0.28473536807956634,1.643918333212473e-07,2001 - 2005
2029,terrorism,"('terrorism', 'together')",0.2819848299406704,1.6280381139645868e-07,2001 - 2005
2030,terrorism,"('century', 'terrorism')",0.27967759535671455,1.6147173057447697e-07,2001 - 2005
2031,terrorism,"('terrorism', 'order')",0.2780505296629894,1.6053234494729052e-07,2001 - 2005
2032,terrorism,"('unless', 'terrorism')",0.2768266235826473,1.5982572333678434e-07,2001 - 2005
2033,terrorism,"('terrorism', 'dangerous')",0.27665510925534154,1.5972669961908876e-07,2001 - 2005
2034,terrorism,"('account', 'terrorism')",0.27595732452131383,1.5932383392500911e-07,2001 - 2005
2035,terrorism,"('terrorism', 'reject')",0.27345224641829735,1.5787752823862627e-07,2001 - 2005
2036,terrorism,"('case', 'terrorism')",0.2720235688112842,1.5705268188172313e-07,2001 - 2005
2037,terrorism,"('terrorism', 'noted')",0.27095782580706596,1.5643737565020583e-07,2001 - 2005
2038,terrorism,"('terrorism', 'idaho')",0.2693541422099459,1.555114896657007e-07,2001 - 2005
2039,terrorism,"('terrorism', 'setting')",0.2693541422099459,1.555114896657007e-07,2001 - 2005
2040,terrorism,"('terrorism', 'worse')",0.2693541422099459,1.555114896657007e-07,2001 - 2005
2041,terrorism,"('force', 'terrorism')",0.2685572469032502,1.5505140252824263e-07,2001 - 2005
2042,terrorism,"('evidence', 'terrorism')",0.2679717293755539,1.5471335425391367e-07,2001 - 2005
2043,terrorism,"('terrorism', 'remove')",0.26728460262304,1.5431664194054108e-07,2001 - 2005
2044,terrorism,"('terrorism', 'alone')",0.265699832014318,1.5340167536115698e-07,2001 - 2005
2045,terrorism,"('point', 'terrorism')",0.26168121802819355,1.510815304313399e-07,2001 - 2005
2046,terrorism,"('terrorism', 'decided')",0.2611750226613563,1.507892787699662e-07,2001 - 2005
2047,terrorism,"('terrorism', 'equipment')",0.2602924568284064,1.5027972979372248e-07,2001 - 2005
2048,terrorism,"('together', 'terrorism')",0.2570555944482633,1.484109287927467e-07,2001 - 2005
2049,terrorism,"('terrorism', 'similar')",0.25461431494845765,1.4700145720047692e-07,2001 - 2005
2050,terrorism,"('active', 'terrorism')",0.25106783236764496,1.4495389711957137e-07,2001 - 2005
2051,terrorism,"('terrorism', 'pursue')",0.25106783236764496,1.4495389711957137e-07,2001 - 2005
2052,terrorism,"('demonstrate', 'terrorism')",0.2464626694894776,1.4229510845769593e-07,2001 - 2005
2053,terrorism,"('environmental', 'terrorism')",0.24262353573454898,1.4007858635650812e-07,2001 - 2005
2054,terrorism,"('terrorism', 'indonesia')",0.24258673614987325,1.4005734013328303e-07,2001 - 2005
2055,terrorism,"('suggest', 'terrorism')",0.24221474879241311,1.3984257340417014e-07,2001 - 2005
2056,terrorism,"('terrorism', 'suggest')",0.24221474879241311,1.3984257340417014e-07,2001 - 2005
2057,terrorism,"('terrorism', 'contain')",0.2391969385600663,1.3810024205960574e-07,2001 - 2005
2058,terrorism,"('terrorism', 'testify')",0.23826184464132183,1.375603660172765e-07,2001 - 2005
2059,terrorism,"('terrorism', 'made')",0.23714164755711042,1.3691362074781222e-07,2001 - 2005
2060,terrorism,"('terrorism', 'disaster')",0.23707069111852386,1.3687265408074919e-07,2001 - 2005
2061,terrorism,"('affair', 'terrorism')",0.2323900603961766,1.341702940938739e-07,2001 - 2005
2062,terrorism,"('terrorism', 'oklahoma')",0.2320592316033807,1.3397929024307035e-07,2001 - 2005
2063,terrorism,"('terrorism', 'assistant')",0.22884635524738517,1.3212433756206372e-07,2001 - 2005
2064,terrorism,"('determine', 'terrorism')",0.22575745162566863,1.3034096048196482e-07,2001 - 2005
2065,terrorism,"('terrorism', 'build')",0.22575745162566863,1.3034096048196482e-07,2001 - 2005
2066,terrorism,"('terrorism', 'determine')",0.22575745162566863,1.3034096048196482e-07,2001 - 2005
2067,terrorism,"('terrorism', 'correct')",0.22573792055238018,1.3032968422581768e-07,2001 - 2005
2068,terrorism,"('terrorism', 'eyes')",0.22573792055238018,1.3032968422581768e-07,2001 - 2005
2069,terrorism,"('allege', 'terrorism')",0.2237738799229323,1.2919574627504602e-07,2001 - 2005
2070,terrorism,"('terrorism', 'result')",0.22135458212139225,1.277989658061227e-07,2001 - 2005
2071,terrorism,"('charity', 'terrorism')",0.2200646746104673,1.2705423830013706e-07,2001 - 2005
2072,terrorism,"('terrorism', 'charity')",0.2200646746104673,1.2705423830013706e-07,2001 - 2005
2073,terrorism,"('terrorism', 'self')",0.2200646746104673,1.2705423830013706e-07,2001 - 2005
2074,terrorism,"('relationship', 'terrorism')",0.21977713772675234,1.2688822901305696e-07,2001 - 2005
2075,terrorism,"('terrorism', 'grant')",0.2186585651753572,1.2624242166686424e-07,2001 - 2005
2076,terrorism,"('terrorism', 'pretty')",0.21756937571871426,1.2561357863686288e-07,2001 - 2005
2077,terrorism,"('terrorism', 'war')",0.21631210969235504,1.248876966769233e-07,2001 - 2005
2078,terrorism,"('terrorism', 'felt')",0.2114041323223277,1.2205407820795766e-07,2001 - 2005
2079,terrorism,"('terrorism', 'damage')",0.21099554313682845,1.2181817943032254e-07,2001 - 2005
2080,terrorism,"('democracy', 'terrorism')",0.21075488403680342,1.216792350100161e-07,2001 - 2005
2081,terrorism,"('terrorism', 'democracy')",0.21075488403680342,1.216792350100161e-07,2001 - 2005
2082,terrorism,"('alternative', 'terrorism')",0.20958100536600344,1.210014967013154e-07,2001 - 2005
2083,terrorism,"('electronic', 'terrorism')",0.20958100536600344,1.210014967013154e-07,2001 - 2005
2084,terrorism,"('terrorism', 'begun')",0.20958100536600344,1.210014967013154e-07,2001 - 2005
2085,terrorism,"('ensure', 'terrorism')",0.20955508115175503,1.209865293681862e-07,2001 - 2005
2086,terrorism,"('realize', 'terrorism')",0.20886270658628736,1.2058678723242728e-07,2001 - 2005
2087,terrorism,"('terrorism', 'realize')",0.20886270658628736,1.2058678723242728e-07,2001 - 2005
2088,terrorism,"('lower', 'terrorism')",0.2079299242204753,1.200482457641165e-07,2001 - 2005
2089,terrorism,"('terrorism', 'north')",0.20704046790612063,1.1953471857161452e-07,2001 - 2005
2090,terrorism,"('terrorism', 'along')",0.20595605793516158,1.1890863497546644e-07,2001 - 2005
2091,terrorism,"('degree', 'terrorism')",0.20476845946300615,1.182229755457865e-07,2001 - 2005
2092,terrorism,"('introduce', 'terrorism')",0.20476845946300615,1.182229755457865e-07,2001 - 2005
2093,terrorism,"('terrorism', 'deport')",0.20476845946300615,1.182229755457865e-07,2001 - 2005
2094,terrorism,"('terrorism', 'written')",0.20476845946300615,1.182229755457865e-07,2001 - 2005
2095,terrorism,"('arrest', 'terrorism')",0.2020406239613841,1.1664806097814796e-07,2001 - 2005
2096,terrorism,"('terrorism', 'illegal')",0.20077117315552506,1.1591514414138889e-07,2001 - 2005
2097,terrorism,"('terrorism', 'moving')",0.19825583948342596,1.1446291740693036e-07,2001 - 2005
2098,terrorism,"('terrorism', 'senator')",0.19771884944771356,1.1415288645769706e-07,2001 - 2005
2099,terrorism,"('secret', 'terrorism')",0.19736859318487143,1.1395066616603039e-07,2001 - 2005
2100,terrorism,"('terrorism', 'everything')",0.19437211765124585,1.1222065239992416e-07,2001 - 2005
2101,terrorism,"('terrorism', 'program')",0.19425197589297927,1.1215128861124878e-07,2001 - 2005
2102,terrorism,"('scare', 'terrorism')",0.1941369907809778,1.1208490200991413e-07,2001 - 2005
2103,terrorism,"('terrorism', 'link')",0.19391625081822728,1.1195745789431806e-07,2001 - 2005
2104,terrorism,"('care', 'terrorism')",0.19211042723256933,1.109148664807424e-07,2001 - 2005
2105,terrorism,"('terrorism', 'ms')",0.1896463045625958,1.0949220639472105e-07,2001 - 2005
2106,terrorism,"('make', 'terrorism')",0.18713316195200136,1.0804124466861081e-07,2001 - 2005
2107,terrorism,"('terrorism', 'graphic')",0.18619864764675498,1.0750170326586714e-07,2001 - 2005
2108,terrorism,"('terrorism', 'influence')",0.1855959293870615,1.071537241568598e-07,2001 - 2005
2109,terrorism,"('terrorism', 'destroy')",0.18551909898194152,1.0710936615793022e-07,2001 - 2005
2110,terrorism,"('terrorism', 'experience')",0.18497101108145997,1.0679292786159544e-07,2001 - 2005
2111,terrorism,"('claim', 'terrorism')",0.1824839007933705,1.053569958848664e-07,2001 - 2005
2112,terrorism,"('version', 'terrorism')",0.1819472319429516,1.0504715037181402e-07,2001 - 2005
2113,terrorism,"('responsible', 'terrorism')",0.181251367647568,1.0464539344209906e-07,2001 - 2005
2114,terrorism,"('terrorism', 'internet')",0.18034649196995733,1.0412296388733909e-07,2001 - 2005
2115,terrorism,"('era', 'terrorism')",0.1793905864890133,1.0357107229918096e-07,2001 - 2005
2116,terrorism,"('massive', 'terrorism')",0.1793905864890133,1.0357107229918096e-07,2001 - 2005
2117,terrorism,"('terrorism', 'sent')",0.1778014114430322,1.0265356281997848e-07,2001 - 2005
2118,terrorism,"('terrorism', 'tampa')",0.17675414594835615,1.0204892457006578e-07,2001 - 2005
2119,terrorism,"('terrorism', 'clear')",0.17651825881531114,1.0191273524269242e-07,2001 - 2005
2120,terrorism,"('jewish', 'terrorism')",0.17444335811403278,1.0071479228062466e-07,2001 - 2005
2121,terrorism,"('terrorism', 'history')",0.17420965410114375,1.0057986337666558e-07,2001 - 2005
2122,terrorism,"('terrorism', 'charged')",0.17023049212406605,9.828249604605982e-08,2001 - 2005
2123,terrorism,"('october', 'terrorism')",0.16942813355908148,9.78192546989506e-08,2001 - 2005
2124,terrorism,"('terrorism', 'favor')",0.16750533309772764,9.670912674019077e-08,2001 - 2005
2125,terrorism,"('remember', 'terrorism')",0.16656130929818014,9.616409503530212e-08,2001 - 2005
